Section,Discharge,Depth,Surface_Width,Flow_Area,Velocity,Slope,Volume
3382,0.687694856,0.4,4.516264999,1.38704373,0.480713127,0.001397,41.61131189
3382,0.728147494,0.41,4.59115871,1.433185617,0.489566841,0.001408,42.99556852
3382,0.768600133,0.42,4.666052422,1.479327505,0.498420555,0.001419,44.37982516
3382,0.809052771,0.43,4.740946134,1.525469393,0.507274269,0.00143,45.76408179
3382,0.84950541,0.44,4.815839846,1.571611281,0.516127983,0.001441,47.14833843
3382,0.889958049,0.45,4.890733558,1.617753169,0.524981697,0.001452,48.53259507
3382,0.930410687,0.46,4.96562727,1.663895057,0.533835411,0.001463,49.9168517
3382,0.970863326,0.47,5.040520982,1.710036945,0.542689125,0.001474,51.30110834
3382,1.011315964,0.48,5.115414693,1.756178832,0.55154284,0.001485,52.68536497
3382,1.051768603,0.49,5.190308405,1.80232072,0.560396554,0.001496,54.06962161
3382,1.092221241,0.5,5.265202117,1.848462608,0.569250268,0.001507,55.45387824
3382,1.13267388,0.51,5.340095829,1.894604496,0.578103982,0.001518,56.83813488
3382,1.173126519,0.52,5.414989541,1.940746384,0.586957696,0.001529,58.22239152
3382,1.213579157,0.53,5.489883253,1.986888272,0.59581141,0.00154,59.60664815
3382,1.254031796,0.54,5.564776965,2.03303016,0.604665124,0.001551,60.99090479
3382,1.294484434,0.55,5.639670676,2.079172047,0.613518838,0.001562,62.37516142
3382,1.334937073,0.56,5.714564388,2.125313935,0.622372552,0.001573,63.75941806
3382,1.375389711,0.57,5.7894581,2.171455823,0.631226266,0.001584,65.14367469
3382,1.41584235,0.579119981,5.864351812,2.217597711,0.64007998,0.001595,66.52793133
3382,1.499127194,0.58,6.097434158,2.295472393,0.654782097,0.001650588,68.8641718
3382,1.582412038,0.59,6.330516503,2.373347076,0.669484214,0.001706176,71.20041228
3382,1.665696882,0.6,6.563598849,2.451221758,0.684186332,0.001761765,73.53665275
3382,1.748981726,0.61,6.796681194,2.529096441,0.698888449,0.001817353,75.87289323
3382,1.832266571,0.62,7.02976354,2.606971123,0.713590566,0.001872941,78.2091337
3382,1.915551415,0.63,7.262845885,2.684845805,0.728292683,0.001928529,80.54537418
3382,1.998836259,0.64,7.495928231,2.762720488,0.7429948,0.001984118,82.88161465
3382,2.082121103,0.65,7.729010576,2.84059517,0.757696917,0.002039706,85.21785513
3382,2.165405947,0.66,7.962092922,2.918469853,0.772399035,0.002095294,87.5540956
3382,2.248690791,0.67,8.195175267,2.996344535,0.787101152,0.002150882,89.89033608
3382,2.331975635,0.68,8.428257613,3.074219218,0.801803269,0.002206471,92.22657655
3382,2.415260479,0.69,8.661339958,3.1520939,0.816505386,0.002262059,94.56281703
3382,2.498545324,0.7,8.894422304,3.229968582,0.831207503,0.002317647,96.8990575
3382,2.581830168,0.71,9.127504649,3.307843265,0.84590962,0.002373235,99.23529798
3382,2.665115012,0.72,9.360586995,3.385717947,0.860611738,0.002428824,101.5715385
3382,2.748399856,0.73,9.59366934,3.46359263,0.875313855,0.002484412,103.9077789
3382,2.8316847,0.734567976,9.826751686,3.541467312,0.890015972,0.00254,106.2440194
3382,2.995051125,0.74,10.33107844,3.679285532,0.907717818,0.002600269,110.378566
3382,3.15841755,0.75,10.83540519,3.817103752,0.925419663,0.002660538,114.5131126
3382,3.321783975,0.76,11.33973195,3.954921972,0.943121509,0.002720808,118.6476592
3382,3.4851504,0.77,11.8440587,4.092740192,0.960823354,0.002781077,122.7822058
3382,3.648516825,0.78,12.34838545,4.230558412,0.9785252,0.002841346,126.9167524
3382,3.81188325,0.79,12.85271221,4.368376632,0.996227045,0.002901615,131.051299
3382,3.975249675,0.8,13.35703896,4.506194852,1.013928891,0.002961885,135.1858456
3382,4.1386161,0.81,13.86136571,4.644013072,1.031630737,0.003022154,139.3203922
3382,4.301982525,0.82,14.36569247,4.781831292,1.049332582,0.003082423,143.4549388
3382,4.46534895,0.83,14.87001922,4.919649512,1.067034428,0.003142692,147.5894854
3382,4.628715375,0.84,15.37434597,5.057467732,1.084736273,0.003202962,151.724032
3382,4.7920818,0.85,15.87867272,5.195285952,1.102438119,0.003263231,155.8585786
3382,4.955448225,0.86,16.38299948,5.333104173,1.120139964,0.0033235,159.9931252
3382,5.11881465,0.87,16.88732623,5.470922393,1.13784181,0.003383769,164.1276718
3382,5.282181075,0.88,17.39165298,5.608740613,1.155543656,0.003444038,168.2622184
3382,5.4455475,0.89,17.89597974,5.746558833,1.173245501,0.003504308,172.396765
3382,5.608913925,0.9,18.40030649,5.884377053,1.190947347,0.003564577,176.5313116
3382,5.77228035,0.91,18.90463324,6.022195273,1.208649192,0.003624846,180.6658582
3382,5.935646775,0.92,19.40896,6.160013493,1.226351038,0.003685115,184.8004048
3382,6.0990132,0.93,19.91328675,6.297831713,1.244052884,0.003745385,188.9349514
3382,6.262379625,0.94,20.4176135,6.435649933,1.261754729,0.003805654,193.069498
3382,6.42574605,0.95,20.92194026,6.573468153,1.279456575,0.003865923,197.2040446
3382,6.589112475,0.96,21.42626701,6.711286373,1.29715842,0.003926192,201.3385912
3382,6.7524789,0.97,21.93059376,6.849104593,1.314860266,0.003986462,205.4731378
3382,6.915845325,0.98,22.43492052,6.986922813,1.332562111,0.004046731,209.6076844
3382,7.07921175,0.981455969,22.93924727,7.124741033,1.350263957,0.004107,213.742231
3382,7.400994102,0.99,23.00685745,7.358434633,1.367582138,0.004130636,220.753039
3382,7.722776455,1,23.07446763,7.592128234,1.38490032,0.004154273,227.763847
3382,8.044558807,1.01,23.14207781,7.825821834,1.402218501,0.004177909,234.774655
3382,8.366341159,1.02,23.20968799,8.059515434,1.419536682,0.004201545,241.785463
3382,8.688123511,1.03,23.27729817,8.293209035,1.436854863,0.004225182,248.796271
3382,9.009905864,1.04,23.34490835,8.526902635,1.454173045,0.004248818,255.8070791
3382,9.331688216,1.05,23.41251853,8.760596235,1.471491226,0.004272455,262.8178871
3382,9.653470568,1.06,23.48012871,8.994289836,1.488809407,0.004296091,269.8286951
3382,9.97525292,1.07,23.54773889,9.227983436,1.506127588,0.004319727,276.8395031
3382,10.29703527,1.08,23.61534907,9.461677036,1.52344577,0.004343364,283.8503111
3382,10.61881763,1.09,23.68295925,9.695370637,1.540763951,0.004367,290.8611191
3382,10.94059998,1.1,23.75056942,9.929064237,1.558082132,0.004390636,297.8719271
3382,11.26238233,1.11,23.8181796,10.16275784,1.575400314,0.004414273,304.8827351
3382,11.58416468,1.12,23.88578978,10.39645144,1.592718495,0.004437909,311.8935431
3382,11.90594703,1.13,23.95339996,10.63014504,1.610036676,0.004461545,318.9043511
3382,12.22772939,1.14,24.02101014,10.86383864,1.627354857,0.004485182,325.9151591
3382,12.54951174,1.15,24.08862032,11.09753224,1.644673039,0.004508818,332.9259672
3382,12.87129409,1.16,24.1562305,11.33122584,1.66199122,0.004532455,339.9367752
3382,13.19307644,1.17,24.22384068,11.56491944,1.679309401,0.004556091,346.9475832
3382,13.5148588,1.18,24.29145086,11.79861304,1.696627582,0.004579727,353.9583912
3382,13.83664115,1.19,24.35906104,12.03230664,1.713945764,0.004603364,360.9691992
3382,14.1584235,1.197863962,24.42667122,12.26600024,1.731263945,0.004627,367.9800072
3382,14.61514684,1.2,25.04983972,12.61118032,1.745422396,0.004637387,378.3354096
3382,15.07187018,1.21,25.67300821,12.9563604,1.759580847,0.004647774,388.690812
3382,15.52859352,1.22,26.29617671,13.30154048,1.773739298,0.004658161,399.0462145
3382,15.98531685,1.23,26.9193452,13.64672056,1.78789775,0.004668548,409.4016169
3382,16.44204019,1.24,27.5425137,13.99190064,1.802056201,0.004678935,419.7570193
3382,16.89876353,1.25,28.1656822,14.33708072,1.816214652,0.004689323,430.1124217
3382,17.35548687,1.26,28.78885069,14.6822608,1.830373103,0.00469971,440.4678242
3382,17.81221021,1.27,29.41201919,15.02744089,1.844531554,0.004710097,450.8232266
3382,18.26893355,1.28,30.03518769,15.37262097,1.858690005,0.004720484,461.178629
3382,18.72565689,1.29,30.65835618,15.71780105,1.872848457,0.004730871,471.5340314
3382,19.18238023,1.3,31.28152468,16.06298113,1.887006908,0.004741258,481.8894338
3382,19.63910356,1.31,31.90469317,16.40816121,1.901165359,0.004751645,492.2448363
3382,20.0958269,1.32,32.52786167,16.75334129,1.91532381,0.004762032,502.6002387
3382,20.55255024,1.33,33.15103017,17.09852137,1.929482261,0.004772419,512.9556411
3382,21.00927358,1.34,33.77419866,17.44370145,1.943640712,0.004782806,523.3110435
3382,21.46599692,1.35,34.39736716,17.78888153,1.957799164,0.004793194,533.666446
3382,21.92272026,1.36,35.02053565,18.13406161,1.971957615,0.004803581,544.0218484
3382,22.3794436,1.37,35.64370415,18.47924169,1.986116066,0.004813968,554.3772508
3382,22.83616694,1.38,36.26687265,18.82442177,2.000274517,0.004824355,564.7326532
3382,23.29289027,1.39,36.89004114,19.16960185,2.014432968,0.004834742,575.0880557
3382,23.74961361,1.4,37.51320964,19.51478193,2.028591419,0.004845129,585.4434581
3382,24.20633695,1.41,38.13637813,19.85996201,2.042749871,0.004855516,595.7988605
3382,24.66306029,1.42,38.75954663,20.20514209,2.056908322,0.004865903,606.1542629
3382,25.11978363,1.43,39.38271513,20.55032218,2.071066773,0.00487629,616.5096653
3382,25.57650697,1.44,40.00588362,20.89550226,2.085225224,0.004886677,626.8650678
3382,26.03323031,1.45,40.62905212,21.24068234,2.099383675,0.004897065,637.2204702
3382,26.48995365,1.46,41.25222062,21.58586242,2.113542126,0.004907452,647.5758726
3382,26.94667698,1.47,41.87538911,21.9310425,2.127700578,0.004917839,657.931275
3382,27.40340032,1.48,42.49855761,22.27622258,2.141859029,0.004928226,668.2866775
3382,27.86012366,1.49,43.1217261,22.62140266,2.15601748,0.004938613,678.6420799
3382,28.316847,1.496567952,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.5,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.51,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.52,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.53,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.54,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.55,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.56,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.57,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.58,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.59,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.6,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.61,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.62,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.63,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.64,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.65,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.66,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.67,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.68,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.69,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.7,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.71,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.72,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.73,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.74,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.75,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.76,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.77,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.78,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.79,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.8,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.81,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.82,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.83,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.84,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.85,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.86,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.87,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.88,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.89,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.9,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.91,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.92,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.93,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.94,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.95,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.96,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.97,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.98,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,1.99,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.01,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.02,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.03,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.04,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.05,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.06,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.07,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.08,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.09,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.1,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.11,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.12,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.13,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.14,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.15,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.16,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.17,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.18,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.19,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.2,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.21,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.22,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.23,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.24,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.25,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.26,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.27,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.28,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.29,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.3,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.31,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.32,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.33,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.34,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.35,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.36,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.37,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.38,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.39,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.4,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.41,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.42,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.43,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.44,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.45,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.46,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.47,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.48,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.49,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.5,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.51,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.52,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.53,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.54,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.55,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.56,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.57,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.58,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.59,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.6,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.61,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.62,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.63,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.64,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.65,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.66,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.67,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.68,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.69,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3382,28.316847,2.7,43.7448946,22.96658274,2.170175931,0.004949,688.9974823
3352,0,0,0,0,0,0,0
3352,0.004045264,0.01,0.260821706,0.012741001,0.04528457,0.000984143,0.38223002
3352,0.008090528,0.02,0.521643412,0.025482001,0.09056914,0.001968286,0.76446004
3352,0.012135792,0.03,0.782465118,0.038223002,0.13585371,0.002952429,1.14669006
3352,0.016181055,0.04,1.043286824,0.050964003,0.18113828,0.003936571,1.528920081
3352,0.020226319,0.05,1.30410853,0.063705004,0.22642285,0.004920714,1.911150101
3352,0.024271583,0.06,1.564930236,0.076446004,0.27170742,0.005904857,2.293380121
3352,0.028316847,0.067055998,1.825751942,0.089187005,0.31699199,0.006889,2.675610141
3352,0.040902112,0.07,1.871810607,0.105806343,0.347810656,0.007096667,3.174190272
3352,0.053487378,0.08,1.917869272,0.12242568,0.378629321,0.007304333,3.672770402
3352,0.066072643,0.09,1.963927937,0.139045018,0.409447987,0.007512,4.171350533
3352,0.078657908,0.1,2.009986602,0.155664356,0.440266653,0.007719667,4.669930663
3352,0.091243174,0.11,2.056045268,0.172283693,0.471085318,0.007927333,5.168510794
3352,0.103828439,0.12,2.102103933,0.188903031,0.501903984,0.008135,5.667090924
3352,0.116413704,0.13,2.148162598,0.205522369,0.53272265,0.008342667,6.165671055
3352,0.12899897,0.14,2.194221263,0.222141706,0.563541315,0.008550333,6.664251185
3352,0.141584235,0.140207996,2.240279928,0.238761044,0.594359981,0.008758,7.162831316
3352,0.161810554,0.15,2.300369069,0.261323233,0.611341695,0.008672429,7.839696977
3352,0.182036874,0.16,2.36045821,0.283885421,0.628323408,0.008586857,8.516562637
3352,0.202263193,0.17,2.420547351,0.30644761,0.645305122,0.008501286,9.193428298
3352,0.222489512,0.18,2.480636492,0.329009799,0.662286836,0.008415714,9.870293958
3352,0.242715831,0.19,2.540725633,0.351571988,0.67926855,0.008330143,10.54715962
3352,0.262942151,0.2,2.600814774,0.374134176,0.696250263,0.008244571,11.22402528
3352,0.28316847,0.207263993,2.660903915,0.396696365,0.713231977,0.008159,11.90089094
3352,0.308911058,0.21,2.71465955,0.422793699,0.723761431,0.008052545,12.68381095
3352,0.334653646,0.22,2.768415184,0.448891032,0.734290885,0.007946091,13.46673097
3352,0.360396235,0.23,2.822170819,0.474988366,0.74482034,0.007839636,14.24965098
3352,0.386138823,0.24,2.875926454,0.5010857,0.755349794,0.007733182,15.03257099
3352,0.411881411,0.25,2.929682088,0.527183034,0.765879248,0.007626727,15.815491
3352,0.437623999,0.26,2.983437723,0.553280367,0.776408702,0.007520273,16.59841102
3352,0.463366587,0.27,3.037193357,0.579377701,0.786938156,0.007413818,17.38133103
3352,0.489109175,0.28,3.090948992,0.605475035,0.79746761,0.007307364,18.16425104
3352,0.514851764,0.29,3.144704627,0.631572369,0.807997065,0.007200909,18.94717105
3352,0.540594352,0.3,3.198460261,0.657669702,0.818526519,0.007094455,19.73009107
3352,0.56633694,0.30175199,3.252215896,0.683767036,0.829055973,0.006988,20.51301108
3352,0.606789579,0.31,3.448884461,0.724202017,0.834716544,0.006936571,21.72606052
3352,0.647242217,0.32,3.645553026,0.764636999,0.840377116,0.006885143,22.93910996
3352,0.687694856,0.33,3.842221591,0.80507198,0.846037687,0.006833714,24.1521594
3352,0.728147494,0.34,4.038890157,0.845506961,0.851698258,0.006782286,25.36520884
3352,0.768600133,0.35,4.235558722,0.885941942,0.857358829,0.006730857,26.57825828
3352,0.809052771,0.36,4.432227287,0.926376924,0.863019401,0.006679429,27.79130771
3352,0.84950541,0.37,4.628895852,0.966811905,0.868679972,0.006628,29.00435715
3352,0.889958049,0.38,4.825564417,1.007246886,0.874340543,0.006576571,30.21740659
3352,0.930410687,0.39,5.022232982,1.047681868,0.880001115,0.006525143,31.43045603
3352,0.970863326,0.4,5.218901547,1.088116849,0.885661686,0.006473714,32.64350547
3352,1.011315964,0.41,5.415570113,1.12855183,0.891322257,0.006422286,33.85655491
3352,1.051768603,0.42,5.612238678,1.168986811,0.896982828,0.006370857,35.06960435
3352,1.092221241,0.43,5.808907243,1.209421793,0.9026434,0.006319429,36.28265379
3352,1.13267388,0.44,6.005575808,1.249856774,0.908303971,0.006268,37.49570323
3352,1.173126519,0.45,6.202244373,1.290291755,0.913964542,0.006216571,38.70875267
3352,1.213579157,0.46,6.398912938,1.330726737,0.919625114,0.006165143,39.9218021
